name,maxplayers,minage,minplayers,minplaytime,playtime,yearpublished,category,mechanic,publisher,average,weightaverage,numberofweights,owned,position,usersrated,langdep,suggested1player,suggested2player,suggested3player,suggested4player,suggested5player,suggested6player,suggested7player,suggested8player,suggested9player,suggested10player,suggestedOver10player,suggestedPlayerAge
"Castle Dice",4,10,1,45,45,2013,"Dice,Medieval","Dice Rolling,Set Collection","Fun to 11",6.78419,2.2759,58,1337,1725,791,Some,Recommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,8
"The Cave",5,10,2,60,60,2012,"Environmental,Exploration,Maze,Travel","Action Point Allowance System,Modular Board,Set Collection,Tile Placement","Pegasus Spiele,REBEL.pl,uplay.it edizioni",6.61086,2.5,94,2065,1517,1412,No,NotRecommended,Recommended,Recommended,Best,Recommended,null,null,null,null,null,NotRecommended,8
"Munchkin Pathfinder",6,12,3,60,90,2013,"Card Game,Fantasy,Fighting,Humor","Dice Rolling,Hand Management,Take That,Variable Player Powers","Black Monk,Hobby World,Pegasus Spiele,Steve Jackson Games",6.38397,1.6364,11,1705,3438,474,Extensive,NotRecommended,NotRecommended,Recommended,Best,Best,Recommended,null,null,null,null,NotRecommended,12
"Amber",6,10,2,30,30,2012,"Territory Building,Transportation","Route/Network Building,Tile Placement","REBEL.pl,uplay.it edizioni",5.21434,1.6923,26,259,13007,198,No,NotRecommended,Recommended,Recommended,Best,Recommended,Recommended,null,null,null,null,NotRecommended,8
"Mercurius",5,10,3,45,60,2012,"Age of Reason,Economic","Commodity Speculation,Hand Management,Stock Holding","REBEL.pl",6.40641,2.4483,29,361,4181,281,No,NotRecommended,NotRecommended,Best,Best,Best,null,null,null,null,null,NotRecommended,12
"Ark & Noah",4,8,2,45,45,2012,"Animals,Nautical,Novel-based,Religious","Area Control / Area Influence,Area Enclosure,Variable Phase Order,Worker Placement","ElfinWerks,Placentia Games,Post  Scriptum",6.65766,2.7059,17,430,3572,222,No,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,4
"Monopoly Millionaire Deal Card Game",5,8,2,15,15,2012,"Card Game,Economic","Hand Management,Set Collection","Hasbro,Parker Brothers",5.86971,1.3,20,782,5868,307,Some,NotRecommended,Recommended,Best,Best,Recommended,null,null,null,null,null,NotRecommended,8
"Legendary: A Marvel Deck Building Game",5,14,1,45,45,2012,"Card Game,Comic Book / Strip","Co-operative Play,Deck / Pool Building","Upper Deck Entertainment",7.63589,2.4729,645,18829,106,12468,Moderate,Recommended,Recommended,Best,Recommended,NotRecommended,null,null,null,null,null,NotRecommended,10
"Duel of Ages II",8,12,2,150,150,2013,"Adventure,Fantasy,Fighting,Science Fiction,Wargame","Grid Movement,Hex-and-Counter,Modular Board,Partnerships,Variable Player Powers","Worldspanner",7.59763,3.3457,81,2015,797,989,Extensive,NotRecommended,Best,Recommended,Best,Recommended,Recommended,NotRecommended,NotRecommended,null,null,NotRecommended,12
"Card of the Dead",5,10,2,15,15,2011,"Card Game,Zombies","Hand Management","963.com,Alderac Entertainment Group (AEG),Hobby World,Japon Brand,TAMAKONNYAKU label",5.56873,1.1786,28,898,10911,403,Some,NotRecommended,Recommended,Recommended,Best,Recommended,null,null,null,null,null,NotRecommended,10
"Tapple",10,8,2,30,30,2012,"Card Game,Electronic,Party Game,Real-time,Word Game","Player Elimination","Bizak,danspil,Ideal,Jumbo,USAopoly",6.41409,1.0526,19,1187,2637,592,Unplayable,NotRecommended,Recommended,Recommended,Recommended,Best,Best,Recommended,Recommended,NotRecommended,null,null,10
"Rondo",4,8,2,25,25,2012,"Abstract Strategy,Number","Set Collection,Tile Placement","999 Games,Lion Rampant Imports,Schmidt International,Schmidt Spiele",6.47307,1.4286,28,579,2997,402,No,NotRecommended,Recommended,Best,Recommended,null,null,null,null,null,null,NotRecommended,6
"Dog Royal",6,8,2,45,45,2012,"Racing","Hand Management,Partnerships","Lion Rampant Imports,Schmidt Spiele",6.56915,2.25,12,257,4790,142,No,NotRecommended,NotRecommended,Recommended,Best,NotRecommended,Recommended,null,null,null,null,NotRecommended,8
"Card City",4,12,1,30,30,2012,"Card Game,City Building,Economic,Territory Building","Card Drafting,Tile Placement","Ludibay",6.12067,2,18,631,4395,315,No,Recommended,Recommended,Best,Recommended,null,null,null,null,null,null,NotRecommended,10
"DreadBall: The Futuristic Sports Game",2,14,2,90,90,2012,"Miniatures,Science Fiction,Sports","Dice Rolling,Grid Movement,Variable Player Powers","Heidelberger Spieleverlag,Mantic Games",7.46502,2.8553,76,1541,1252,695,Some,NotRecommended,Best,null,null,null,null,null,null,null,null,NotRecommended,12
"Boom Boom Balloon",6,8,2,15,15,2012,"Action / Dexterity","null","AS Company,Dujardin,Identity Games International B.V.,Intrafin Games,Schmidt Spiele,Simba Toys,Spin Master Ltd.",6.14804,1,13,353,5265,204,No,NotRecommended,Recommended,Recommended,Best,Recommended,Recommended,null,null,null,null,NotRecommended,6
"Kakerlakenpoker Royal",6,8,2,15,25,2012,"Bluffing,Card Game","Hand Management,Set Collection","999 Games,Devir,Drei Magier Spiele,G3,Gigamic,Lion Rampant Imports",6.76869,1.1714,35,1230,1853,703,No,NotRecommended,NotRecommended,Recommended,Best,Best,Recommended,null,null,null,null,NotRecommended,8
"Salmon Run",4,10,2,20,45,2013,"Animals,Racing","Deck / Pool Building,Hand Management,Modular Board","Eagle-Gryphon Games",6.62424,1.8158,38,809,2365,544,Some,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,8
"La Venise du Nord",4,12,2,60,60,2012,"Economic,Renaissance","Commodity Speculation,Dice Rolling,Modular Board","ASYNCRON games",6.48208,2.7143,14,254,5613,120,No,NotRecommended,Best,Best,Best,null,null,null,null,null,null,NotRecommended,8
"Shadows over Camelot: The Card Game",7,0,1,20,20,2012,"Bluffing,Card Game,Deduction,Fantasy,Medieval,Memory,Mythology","Co-operative Play,Memory,Partnerships","Days of Wonder",5.79006,1.8906,64,1928,4738,902,Some,NotRecommended,Recommended,Recommended,Best,Recommended,Recommended,Recommended,null,null,null,NotRecommended,8
"HomeStretch",6,14,2,60,60,2012,"Animals,Racing,Sports","Betting/Wagering,Card Drafting,Dice Rolling,Roll / Spin and Move,Stock Holding","R&R Games",6.76548,1.6071,28,326,3491,210,No,NotRecommended,Recommended,Best,Best,Recommended,Recommended,null,null,null,null,NotRecommended,12
"AttrAction",5,14,2,10,10,2012,"Action / Dexterity","null","R&R Games",6.37657,1.1667,12,347,4098,239,No,NotRecommended,Best,Best,Recommended,Best,null,null,null,null,null,Best,6
"The Palaces of Carrara",4,10,2,60,60,2012,"City Building,Economic,Medieval","Set Collection,Tile Placement","Filosofia Éditions,Hans im Glück Verlags-GmbH,White Goblin Games,Z-Man Games",7.26085,2.6117,188,3391,489,2777,Some,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,12
"Teomachia",4,10,2,30,30,2012,"Ancient,Bluffing,Card Game,Fighting,Mythology","Auction/Bidding,Card Drafting,Deck / Pool Building,Hand Management,Player Elimination","Fabryka Gier Historycznych",6.69858,2.9286,14,281,4473,176,Extensive,NotRecommended,Best,Best,Best,null,null,null,null,null,null,NotRecommended,12
"Master Plan",6,10,3,30,30,2012,"Card Game,Racing","Memory,Point to Point Movement,Tile Placement","Level 99 Games",6.12477,1.2857,7,478,7024,111,Some,NotRecommended,NotRecommended,Recommended,Best,Best,Recommended,null,null,null,null,NotRecommended,12
"Game of Thrones: The Card Game",2,0,2,45,45,2012,"Card Game,Fantasy,Medieval,Movies / TV / Radio theme,Novel-based","Hand Management,Simultaneous Action Selection,Variable Player Powers","cutia.ro,Edge Entertainment,Fantasmagoria,Fantasy Flight Games,Galakta,Game Harbor,Giochi Uniti,Heidelberger Spieleverlag,Hobby World,White Goblin Games",6.41832,2.7115,52,1822,2496,709,Extensive,NotRecommended,Best,null,null,null,null,null,null,null,null,NotRecommended,12
"Think Again!",10,10,3,20,20,2012,"Party Game,Real-time,Trivia","Partnerships","Heidelberger Spieleverlag,IELLO,Le Scorpion Masqué,Trefl Joker Line",5.94416,1.3333,3,289,7921,116,Extensive,null,null,null,null,null,null,null,null,null,null,null,null
"KUBB",12,3,2,15,15,0,"Action / Dexterity","null","Bex Sport AB,Scanditoy",7.50505,1.2857,7,257,3708,109,No,null,null,null,null,null,null,null,null,null,null,null,6
"La Loire",4,10,1,90,120,2012,"Economic,Medieval,Transportation","Pick-up and Deliver","Mind the Move,Ystari Games",6.2578,3,10,238,6233,109,Moderate,null,Recommended,Best,Recommended,null,null,null,null,null,null,null,12
"Tales & Games: The Hare & the Tortoise",5,7,2,15,15,2011,"Animals,Card Game,Novel-based,Racing","Betting/Wagering,Hand Management","Asmodee,Asterion Press,GoKids ,HomoLudicus,IELLO,Lex Games,Piece Craft,Portal Games,Purple Brain Creations",7.20349,1.4608,102,3740,620,2113,No,NotRecommended,Recommended,Recommended,Best,Recommended,null,null,null,null,null,NotRecommended,8
"Out of Gears",8,8,2,30,30,2012,"Bluffing,Deduction,Science Fiction","Simultaneous Action Selection","ElfinWerks,Red Glove",6.32188,1.5,12,191,5621,128,No,NotRecommended,NotRecommended,Recommended,Best,Best,Recommended,Best,Best,null,null,null,8
"Monopoly Millionaire",4,8,2,60,60,2012,"Dice,Economic,Negotiation","Auction/Bidding,Dice Rolling,Roll / Spin and Move,Set Collection,Trading","Hasbro",5.19071,2,10,394,12531,140,Some,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,8
"Spice Merchant",4,8,3,15,15,2012,"Card Game,Economic","Betting/Wagering,Commodity Speculation,Hand Management,Secret Unit Deployment","Bombyx,Deinko Games,One Moment Games",6.44598,1,4,171,5557,112,No,NotRecommended,NotRecommended,Best,Best,null,null,null,null,null,null,Best,6
"Spellbound",4,10,1,60,60,2012,"Adventure,Fantasy","Co-operative Play,Deck / Pool Building","Fragor Games",6.84539,2.64,25,606,2800,295,Moderate,Recommended,Recommended,Best,Best,null,null,null,null,null,null,NotRecommended,12
"Ruhrschifffahrt 1769-1890",4,12,2,120,120,2012,"Economic,Industry / Manufacturing,Nautical,Transportation","Pick-up and Deliver,Worker Placement","Spielworxx",7.32297,3.5094,53,609,1815,394,No,NotRecommended,Recommended,Best,Recommended,null,null,null,null,null,null,NotRecommended,14
"Small City",4,12,1,60,120,2015,"City Building,Economic,Territory Building","Area Control / Area Influence,Simulation,Variable Player Powers","AVStudioGames",7.57349,3.9302,43,820,1754,356,No,Recommended,Recommended,Best,Recommended,null,null,null,null,null,null,NotRecommended,12
"Stones of Fate",4,12,2,20,30,2015,"Bluffing,Card Game,Memory,Mythology,Renaissance","Area Control / Area Influence,Auction/Bidding,Memory,Pattern Recognition,Set Collection","Cosmic Wombat Games",6.79838,1.6667,18,410,4434,185,Moderate,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,10
"Warhammer Fantasy Battles (8th Edition)",2,12,2,180,180,2010,"Fantasy,Fighting,Miniatures,Wargame","Dice Rolling,Modular Board,Variable Player Powers","963.com,Games Workshop Ltd.",7.16263,4.1667,12,387,3255,198,Extensive,null,Best,null,null,null,null,null,null,null,null,Recommended,12
"Clue (2-6 players)",6,8,2,40,40,2012,"Deduction,Murder/Mystery","Roll / Spin and Move","Hasbro,USAopoly",5.87823,1.7143,7,606,8331,248,No,NotRecommended,Recommended,Recommended,Recommended,Best,Best,null,null,null,null,Recommended,null
"Lost Valley: The Yukon Goldrush 1896",6,10,2,45,45,2014,"American West,Exploration","Modular Board,Tile Placement","Pandasaurus Games",6.97573,2.8333,30,1433,2084,443,Some,NotRecommended,Recommended,Recommended,Best,Best,Recommended,null,null,null,null,NotRecommended,10
"iKNOW",6,15,2,60,60,2012,"Card Game,Party Game,Trivia","Betting/Wagering","Albi,Tactic",6.37901,1.72,25,546,3322,415,Extensive,NotRecommended,NotRecommended,Recommended,Recommended,Best,Best,null,null,null,null,NotRecommended,14
"Air King",4,8,2,30,30,2012,"Aviation / Flight,Bluffing,Card Game","Grid Movement,Hand Management","Brain Games,G3",5.80119,1.375,16,183,9390,126,No,NotRecommended,null,Recommended,Best,null,null,null,null,null,null,NotRecommended,8
"Construction Zone",4,8,2,20,20,2012,"Card Game,City Building,Industry / Manufacturing","Hand Management,Set Collection","Brain Games",5.84915,1.3,10,132,8723,118,No,NotRecommended,null,Recommended,Best,null,null,null,null,null,null,null,null
"Jackal & High",5,8,2,20,20,2012,"Dice","Press Your Luck","Zoch Verlag",6.00522,1.1667,18,161,7786,134,No,NotRecommended,Recommended,Best,Best,Recommended,null,null,null,null,null,NotRecommended,6
"Rancho",6,7,2,45,45,2012,"Animals,Children's Game,Dice,Farming","Area Enclosure,Dice Rolling,Set Collection,Tile Placement","Granna,Red Glove",6.01179,1.5455,11,287,6437,179,No,NotRecommended,NotRecommended,Recommended,Recommended,Recommended,Best,null,null,null,null,null,6
"Mr. Card Game",5,13,2,60,60,2014,"Card Game,Video Game Theme","Card Drafting,Deck / Pool Building,Hand Management","Evertide Games",6.16863,2.5625,16,390,7099,116,Extensive,NotRecommended,Recommended,Best,Best,Recommended,null,null,null,null,null,NotRecommended,12
"The Enchanted Tower",4,5,2,15,25,2012,"Bluffing,Children's Game,Dice,Fantasy","Dice Rolling,Roll / Spin and Move","999 Games,Bergsala Enigma,Brain Games,Devir,Drei Magier Spiele,G3,Gigamic,Lion Rampant Imports,Swan Panasia Co., Ltd.",6.85867,1.1818,33,995,2093,503,No,NotRecommended,Best,Recommended,Recommended,null,null,null,null,null,null,NotRecommended,3
"Rumble in the Dungeon",6,8,3,20,20,2012,"Bluffing,Deduction,Party Game","Modular Board,Pick-up and Deliver,Point to Point Movement,Secret Unit Deployment","Asmodee,CMON Limited,Flatlined Games,Heidelberger Spieleverlag,IELLO",6.3225,1.1818,22,848,3111,500,No,NotRecommended,NotRecommended,Best,Best,Recommended,Recommended,null,null,null,null,NotRecommended,4
"Blood Bound",12,14,6,30,30,2013,"Bluffing,Deduction,Fantasy,Horror,Negotiation,Party Game","Partnerships,Role Playing,Variable Player Powers","Arclight,Edge Entertainment,Fantasy Flight Games,Giochi Uniti,Heidelberger Spieleverlag,Swan Panasia Co., Ltd.",6.72842,1.7059,51,1398,1617,1028,Some,NotRecommended,NotRecommended,NotRecommended,NotRecommended,NotRecommended,Recommended,Recommended,Best,Recommended,Best,NotRecommended,10
"Cardline: Animals",8,7,2,15,15,2012,"Animals,Card Game,Educational","null","Asmodee,Asterion Press,Bombyx,Gém Klub Kft.,GoKids ,REBEL.pl,REXhry",6.64773,1.1765,51,1954,1618,1102,No,NotRecommended,Recommended,Recommended,Best,Recommended,Recommended,Recommended,Recommended,null,null,NotRecommended,6
"12 Days",5,8,3,15,15,2011,"Card Game","Auction/Bidding,Set Collection,Trick-taking","Calliope Games,Gamesmith, LLC",6.54205,1.234,47,1802,2110,766,No,NotRecommended,NotRecommended,Recommended,Best,Best,null,null,null,null,null,NotRecommended,6
"Jungle Brunch",5,6,2,20,20,2012,"Animals,Card Game","Hand Management,Simultaneous Action Selection","Cube Factory of Ideas,Delta Vision Publishing,Giochi Uniti,KADABRA,Magellan,Quantuum Magic,Stratelibri,Swan Panasia Co., Ltd.",6.06983,1.75,4,160,6849,121,No,NotRecommended,Recommended,Recommended,Best,Best,null,null,null,null,null,NotRecommended,5
"Desperados",6,12,3,90,90,2012,"American West","Co-operative Play,Point to Point Movement,Simultaneous Action Selection","Argentum Verlag,Passport Game Studios",6.55833,2.375,8,281,4938,126,No,null,null,Recommended,Recommended,Best,Recommended,null,null,null,null,null,10
"Batman: Gotham City Strategy Game",4,14,2,60,60,2013,"Comic Book / Strip,Movies / TV / Radio theme","Area Control / Area Influence,Campaign / Battle Card Driven,Dice Rolling,Grid Movement,Point to Point Movement,Variable Player Powers","WizKids",6.15311,2.2927,41,1198,3317,660,Moderate,NotRecommended,NotRecommended,Best,Recommended,null,null,null,null,null,null,NotRecommended,10
"The Lord of the Rings Dice Building Game",4,14,2,30,30,2013,"Dice,Fantasy,Movies / TV / Radio theme,Novel-based","Co-operative Play,Deck / Pool Building,Dice Rolling","WizKids",5.73361,2.1622,37,1182,6239,532,Some,NotRecommended,Best,Recommended,Best,null,null,null,null,null,null,NotRecommended,8
"Triumph & Tragedy",3,12,2,240,240,2015,"Economic,Negotiation,Political,Territory Building,Wargame,World War II","Area Control / Area Influence,Area Movement,Campaign / Battle Card Driven,Dice Rolling,Hand Management,Secret Unit Deployment","GMT Games",8.38356,3.2083,96,1731,481,857,Some,NotRecommended,NotRecommended,Best,null,null,null,null,null,null,null,NotRecommended,12
"Diavolo",6,10,2,15,15,2012,"Dice,Party Game","Dice Rolling,Simultaneous Action Selection","Asmodee,Esdevium",6.05165,1.1304,23,490,4777,339,No,null,null,Recommended,Best,Best,Best,null,null,null,null,null,null
"Carcassonne: Winter Edition",5,8,2,40,40,2012,"City Building,Medieval","Area Control / Area Influence,Tile Placement","999 Games,Bard Centrum Gier,Devir,Filosofia Éditions,Hans im Glück Verlags-GmbH,Hobby World,MINDOK,Piatnik,Z-Man Games",7.51853,1.75,52,2323,708,1135,No,NotRecommended,Best,Recommended,Recommended,Recommended,null,null,null,null,null,NotRecommended,8
"Codex: Card-Time Strategy – Deluxe Set",5,13,2,45,45,2016,"Card Game,Fantasy,Fighting,Video Game Theme","Deck / Pool Building,Hand Management,Secret Unit Deployment,Variable Player Powers","Sirlin Games",8.47145,3.6047,43,812,943,531,Extensive,NotRecommended,Best,Recommended,Recommended,NotRecommended,null,null,null,null,null,NotRecommended,12
"Asgard",4,12,2,60,120,2012,"Ancient,Mythology","Simultaneous Action Selection,Variable Phase Order,Worker Placement","What's Your Game?,hobbity.eu,Hutter Trade GmbH + Co KG,IELLO,uplay.it edizioni",6.92024,3.7571,70,1522,1734,638,No,NotRecommended,NotRecommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,14
"Equinox",2,13,2,25,25,2012,"Abstract Strategy","Card Drafting,Take That,Tile Placement","Asmadi Games",6.66322,2,10,342,4041,174,Moderate,NotRecommended,Best,null,null,null,null,null,null,null,null,NotRecommended,null
"Mafia City",5,12,3,60,60,2012,"Mafia","Area Control / Area Influence,Auction/Bidding,Hand Management","Stragoo Games",6.9589,2.4667,15,199,3947,146,Some,NotRecommended,NotRecommended,Recommended,Best,Recommended,null,null,null,null,null,NotRecommended,10
"Oilfield",5,12,2,60,60,2016,"Economic,Industry / Manufacturing,Negotiation","Area Control / Area Influence,Auction/Bidding,Simultaneous Action Selection,Worker Placement","ABBA Games",7.02008,3,8,151,4182,126,No,NotRecommended,Recommended,Best,Best,Recommended,null,null,null,null,null,NotRecommended,10
"Siberia: The Card Game",4,9,2,20,20,2012,"Card Game,Economic","Deck / Pool Building,Hand Management","Coffee Haus Games,dlp games,Oya",6.82342,2,11,497,2828,298,No,NotRecommended,Best,Recommended,Recommended,null,null,null,null,null,null,NotRecommended,null
"Qwixx",5,8,2,15,15,2012,"Dice","Dice Rolling,Paper-and-Pencil","Nürnberger-Spielkarten-Verlag,dV Giochi,FoxMind Israel,Game Factory,Gamewright,Gigamic,Kanga Games,MINDOK,Morapiaf,Vagabund,Vennerød Forlag AS,White Goblin Games",6.91727,1.1449,276,6893,637,4333,No,NotRecommended,Recommended,Recommended,Best,Recommended,null,null,null,null,null,NotRecommended,8
"RISK: StarCraft Collector's Edition",6,10,2,0,0,2012,"Science Fiction,Territory Building,Video Game Theme","Area Control / Area Influence,Area Movement,Dice Rolling","USAopoly,Winning Moves Germany",6.47232,2.0556,18,875,4334,233,Moderate,NotRecommended,Recommended,Best,Best,Recommended,Recommended,null,null,null,null,Recommended,12
"Panamax",4,12,2,100,100,2014,"Economic,Nautical,Transportation","Area Control / Area Influence,Dice Rolling,Pick-up and Deliver,Point to Point Movement,Stock Holding,Worker Placement","MESAboardgames,Arclight,HC Distribuzione,Heidelberger Spieleverlag,Stronghold Games",7.41513,3.7662,201,3897,420,2513,No,NotRecommended,NotRecommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,14
"Timeline: Diversity",8,8,2,15,15,2012,"Card Game,Educational,Trivia","null","Asmodee,Asterion Press,Esdevium,Galápagos Jogos,Gém Klub Kft.,Lifestyle Boardgames Ltd,More Fun Co., Ltd.,REXhry",6.86546,1.084,119,4942,886,2384,Some,NotRecommended,NotRecommended,NotRecommended,Best,Recommended,Recommended,Recommended,Recommended,null,null,Recommended,12
"Berserk: War of the Realms",4,13,2,40,60,2013,"Card Game,Fantasy,Fighting","Area Movement,Dice Rolling,Hand Management,Variable Player Powers","Asmodee,Hobby World",6.54831,2.75,16,799,3792,249,Moderate,null,Best,null,null,null,null,null,null,null,null,null,10
"Eight-Minute Empire",5,13,2,8,20,2012,"Territory Building","Area Control / Area Influence,Area Movement,Card Drafting,Set Collection","Red Raven Games,999 Games,Bard Centrum Gier,Brain Games,Competo / Marektoy,Devir,dV Giochi,Hobby Japan,Hobby World,Ideal Board Games,IELLO,Kaissa Chess & Games,Laser plus,MINDOK,Piatnik,Schwerkraft-Verlag,Swan Panasia Co., Ltd.",6.66548,1.6275,349,6222,872,5085,No,NotRecommended,Recommended,Best,Best,Recommended,null,null,null,null,null,NotRecommended,8
"Captains of Industry",5,13,3,90,150,2015,"Economic,Industry / Manufacturing","Area Control / Area Influence,Auction/Bidding,Commodity Speculation","Tasty Minstrel Games",7.20961,3.775,40,954,2115,357,Some,NotRecommended,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,NotRecommended,10
"Septikon: Uranium Wars",2,10,2,45,45,2012,"Print & Play,Science Fiction","Grid Movement,Roll / Spin and Move","Hobby World,Igrology",6.6452,2.375,8,261,5528,100,No,NotRecommended,Best,null,null,null,null,null,null,null,null,NotRecommended,12
"Codinca",4,8,2,30,30,2012,"Abstract Strategy","Tile Placement","Backspindle Games Ltd.,Ninja Division",6.58921,1.25,4,450,4184,189,Some,NotRecommended,NotRecommended,Recommended,Recommended,null,null,null,null,null,null,NotRecommended,8
"Soccero (second edition)",2,11,2,45,45,2012,"Sports","Grid Movement,Roll / Spin and Move,Simulation","Gamina Ltd,Passport Game Studios",7.18993,1.7333,15,248,3730,134,No,NotRecommended,Best,null,null,null,null,null,null,null,null,NotRecommended,10
"Nautilus",2,10,2,25,25,2012,"Card Game,Novel-based,Science Fiction","Hand Management","Libellud",6.19741,1.6364,11,199,6050,135,No,NotRecommended,Best,null,null,null,null,null,null,null,null,NotRecommended,8
"Merchant of Venus (second edition)",4,14,1,120,240,2012,"Economic,Exploration,Science Fiction,Space Exploration,Transportation","Commodity Speculation,Dice Rolling,Pick-up and Deliver,Point to Point Movement,Roll / Spin and Move","Arclight,Asterion Press,Fantasy Flight Games,Heidelberger Spieleverlag",7.24314,3.0693,202,5435,502,2890,Moderate,NotRecommended,Recommended,Best,Recommended,null,null,null,null,null,null,NotRecommended,12
"Boss Monster: The Dungeon Building Card Game",4,13,2,20,20,2013,"Card Game,Fantasy,Video Game Theme","Auction/Bidding,Hand Management,Player Elimination,Take That,Variable Player Powers","Brotherwise Games,Edge Entertainment,Fever Games,Pegasus Spiele,Redbox,Trefl Joker Line",6.36983,1.8052,349,14509,1396,7655,Moderate,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,8
"Lost Legends",5,10,3,70,70,2013,"Fantasy,Fighting","Card Drafting","Arclight,Queen Games",6.51317,2.4655,58,2114,1882,1014,Some,NotRecommended,NotRecommended,Best,Recommended,NotRecommended,null,null,null,null,null,NotRecommended,10
"Heart of Crown",4,12,2,30,30,2011,"Card Game,Fantasy","Card Drafting,Deck / Pool Building,Hand Management,Variable Player Powers","FLIPFLOPs,Japanime Games,Japon Brand",7.68491,2.4444,18,164,3752,106,Moderate,NotRecommended,Recommended,Best,Best,null,null,null,null,null,null,NotRecommended,12
"Churchill",3,0,1,60,300,2015,"Political,World War II","Campaign / Battle Card Driven","GMT Games",7.77253,3.2357,140,2327,512,1284,Extensive,Recommended,NotRecommended,Best,null,null,null,null,null,null,null,NotRecommended,12
"Blood & Roses",2,0,2,120,120,2014,"Medieval,Wargame","Hex-and-Counter","GMT Games",7.65663,2.7931,29,758,2915,166,Some,Recommended,Best,null,null,null,null,null,null,null,null,NotRecommended,10
"Conflict of Heroes: Awakening the Bear! (second edition)",4,13,1,120,120,2012,"Wargame,World War II","Action Point Allowance System,Dice Rolling,Hex-and-Counter,Modular Board,Simulation","Academy Games,ASYNCRON games,Devir,Schwerkraft-Verlag",8.12734,3.3107,103,2589,424,1135,Some,Recommended,Best,Recommended,Recommended,null,null,null,null,null,null,NotRecommended,10
"Napoleon against Europe",2,0,2,0,0,2013,"Napoleonic,Wargame","Area Movement,Campaign / Battle Card Driven,Dice Rolling","Hexasim,Spielworxx",7.71364,3.6,25,557,2972,154,Moderate,NotRecommended,Best,null,null,null,null,null,null,null,null,NotRecommended,14
"Spin Monkeys",8,13,2,45,45,2012,"Animals","Hand Management","Rio Grande Games",5.9648,1.6154,13,278,7314,153,Some,NotRecommended,NotRecommended,Recommended,Best,Best,Best,Recommended,Recommended,null,null,null,8
"Ghooost!",6,8,2,20,20,2013,"Card Game,Horror","Hand Management","Bergsala Enigma,Giochi Uniti,Heidelberger Spieleverlag,Hobby Japan,IELLO,Kaissa Chess & Games,MINDOK",5.71964,1.4186,43,1502,6139,763,No,NotRecommended,NotRecommended,Recommended,Best,Recommended,Recommended,null,null,null,null,NotRecommended,8
"Venetia",4,12,2,75,90,2013,"Civilization,Medieval,Renaissance","Area Control / Area Influence,Dice Rolling","Devir,Giochi Uniti,Passport Game Studios,Stratelibri",6.99378,3.3043,23,575,2815,259,Moderate,NotRecommended,NotRecommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,12
"Stone & Relic",4,0,2,30,30,2013,"Card Game","Area Control / Area Influence,Hand Management","Small Box Games",6.45973,2,13,445,5430,113,Moderate,NotRecommended,Recommended,Best,Recommended,null,null,null,null,null,null,NotRecommended,10
"BioShock Infinite: The Siege of Columbia",4,13,2,60,60,2013,"Fighting,Miniatures,Video Game Theme","Area Control / Area Influence,Area Movement,Betting/Wagering,Dice Rolling,Hand Management,Partnerships,Variable Player Powers","Plaid Hat Games",6.99512,2.8667,45,2337,1590,731,Extensive,NotRecommended,Best,NotRecommended,Recommended,null,null,null,null,null,null,NotRecommended,14
"Lift it!",8,8,1,30,30,2012,"Action / Dexterity,Real-time","Partnerships,Pattern Building","Broadway Toys LTD,Game Factory,Martinex,Peliko,USAopoly",6.48414,1.36,25,929,2794,498,No,Recommended,Best,Recommended,Best,Recommended,Recommended,Recommended,Best,null,null,NotRecommended,6
"Roll for the Galaxy",5,13,2,45,45,2014,"Civilization,Dice,Economic,Science Fiction,Space Exploration","Deck / Pool Building,Dice Rolling,Simultaneous Action Selection,Variable Phase Order,Variable Player Powers,Worker Placement","Crowd Games,Games Factory Publishing,Gigamic,Pegasus Spiele,Rio Grande Games",7.85096,2.7593,594,18639,45,14158,Moderate,NotRecommended,Recommended,Best,Best,Recommended,null,null,null,null,null,NotRecommended,12
"Tesla vs. Edison: War of Currents",5,14,2,90,90,2015,"Bluffing,Card Game,Economic,Educational,Industry / Manufacturing","Action Point Allowance System,Commodity Speculation,Hand Management,Route/Network Building,Stock Holding,Variable Player Powers","Artana,Giochix.it",6.77921,3.2442,86,2250,1627,907,Some,NotRecommended,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,NotRecommended,14
"Gobbit",8,6,2,10,20,2012,"Action / Dexterity,Animals,Card Game,Party Game","Pattern Recognition,Player Elimination","Morapiaf,Morning,OldChap Editions,Païlle Editions,Phalanx Games Polska",6.61673,1.2941,17,461,3513,266,No,NotRecommended,NotRecommended,Recommended,Best,Best,Best,Recommended,Recommended,null,null,NotRecommended,8
